Transaction Amount,Carbon Volume,Price per Ton,Origin Country,Cross-Border Flag,Buyer Industry,Sudden Transaction Spike,Transaction Hour,Entity Type,Label,company id,nama perusahaan,Nama Perusahaan,Sektor Perusahaan,Alamat,Kontak,NPWP,Situs Web
19705.86,,18.02,USA,False,,False,9,,Normal,USA-UNKNOWN-UNKNOWN-168,Unknown Unknown USA 168,PT Mekar Elektrik 859,Jasa,"Jl. Melati No. 769, Batam, Kepulauan Riau",0812-859-1759,49.913.577.3-295.349,https://www.mekar-elektrik-859.co.id
38617.41,2788.75,13.85,Singapore,True,Agriculture,False,9,PT,Normal,SGP-PT-AGRICULTURE-102,PT Agriculture Singapore 102,PT Nusantara Energi 860,Energi,"Jl. Merdeka No. 770, Jakarta Pusat, DKI Jakarta",0812-860-1760,50.920.580.4-300.360,https://www.nusantara-energi-860.co.id
6447.61,,13.59,USA,False,,False,10,,Normal,USA-UNKNOWN-UNKNOWN-168,Unknown Unknown USA 168,PT Satria Digital 861,Manufaktur,"Jl. Sudirman No. 771, Bandung, Jawa Barat",0812-861-1761,51.927.583.5-305.371,https://www.satria-digital-861.co.id
5125.5,444.8,11.52,Indonesia,False,Energy,False,9,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Bumi Manufaktur 862,Teknologi,"Jl. Thamrin No. 772, Surabaya, Jawa Timur",0812-862-1762,52.934.586.6-310.382,https://www.bumi-manufaktur-862.co.id
14636.76,1307.67,11.19,UAE,False,Real Estate,False,8,Individual,Suspicious,UAE-INDIVIDUAL-REAL_ESTATE-133,Individual Real Estate UAE 133,PT Arunika Kesehatan 863,Kesehatan,"Jl. Gatot Subroto No. 773, Yogyakarta, DI Yogyakarta",0812-863-1763,53.941.589.7-315.393,https://www.arunika-kesehatan-863.co.id
140774.52,7731.13,18.21,Indonesia,False,Forestry,False,16,CV,Normal,IDN-CV-FORESTRY-026,CV Forestry Indonesia 026,PT Mandiri Keuangan 864,Keuangan,"Jl. Diponegoro No. 774, Semarang, Jawa Tengah",0812-864-1764,54.948.592.8-320.404,https://www.mandiri-keuangan-864.co.id
15737.07,883.07,17.82,Singapore,False,Technology,False,15,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Samudra Logistik 865,Transportasi,"Jl. Pahlawan No. 775, Denpasar, Bali",0812-865-1765,55.955.595.0-325.415,https://www.samudra-logistik-865.co.id
11847.98,625.39,18.94,Indonesia,False,Agriculture,False,14,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Garuda Teknologi 866,Telekomunikasi,"Jl. Asia Afrika No. 776, Makassar, Sulawesi Selatan",0812-866-1766,56.962.598.1-330.426,https://www.garuda-teknologi-866.co.id
4178688.37,14667691.86,0.28,Panama,True,Holding Company,True,3,Foundation,Red-Flag,PAN-FOUNDATION-HOLDING_COMPANY-075,Foundation Holding Company Panama 075,PT Sejahtera Agro 867,Agrikultur,"Jl. Kebon Jeruk No. 777, Medan, Sumatera Utara",0812-867-1767,57.969.601.2-335.437,https://www.sejahtera-agro-867.co.id
104237.47,6235.62,16.72,Indonesia,True,Technology,True,21,Individual,Suspicious,IDN-INDIVIDUAL-TECHNOLOGY-036,Individual Technology Indonesia 036,PT Cahaya Mineral 868,Pertambangan,"Jl. Cendana No. 778, Balikpapan, Kalimantan Timur",0812-868-1768,58.976.604.3-340.448,https://www.cahaya-mineral-868.co.id
30754.69,2331.28,13.19,Indonesia,False,Agriculture,False,17,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Mekar Elektrik 869,Jasa,"Jl. Melati No. 779, Batam, Kepulauan Riau",0812-869-1769,59.983.607.4-345.459,https://www.mekar-elektrik-869.co.id
9728.36,1112.26,8.75,Singapore,True,Real Estate,False,7,Individual,Suspicious,SGP-INDIVIDUAL-REAL_ESTATE-096,Individual Real Estate Singapore 096,PT Nusantara Energi 870,Energi,"Jl. Merdeka No. 780, Jakarta Pusat, DKI Jakarta",0812-870-1770,60.990.610.5-350.470,https://www.nusantara-energi-870.co.id
20018.3,1842.03,10.87,USA,False,Energy,False,17,Ltd.,Normal,USA-LTD-ENERGY-158,Ltd. Energy USA 158,PT Satria Digital 871,Manufaktur,"Jl. Sudirman No. 781, Bandung, Jawa Barat",0812-871-1771,61.997.613.6-355.481,https://www.satria-digital-871.co.id
69883.45,5142.08,13.59,Indonesia,False,Manufacturing,False,17,CV,Normal,IDN-CV-MANUFACTURING-027,CV Manufacturing Indonesia 027,PT Bumi Manufaktur 872,Teknologi,"Jl. Thamrin No. 782, Surabaya, Jawa Timur",0812-872-1772,62.104.616.7-360.492,https://www.bumi-manufaktur-872.co.id
19927.83,1918.4,10.39,Indonesia,False,Manufacturing,False,9,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Arunika Kesehatan 873,Kesehatan,"Jl. Gatot Subroto No. 783, Yogyakarta, DI Yogyakarta",0812-873-1773,63.111.619.8-365.503,https://www.arunika-kesehatan-873.co.id
139008.22,12646.18,10.99,Indonesia,False,Technology,False,17,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Mandiri Keuangan 874,Keuangan,"Jl. Diponegoro No. 784, Semarang, Jawa Tengah",0812-874-1774,64.118.622.0-370.514,https://www.mandiri-keuangan-874.co.id
126077.34,12895.51,9.78,Indonesia,True,Real Estate,True,22,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Samudra Logistik 875,Transportasi,"Jl. Pahlawan No. 785, Denpasar, Bali",0812-875-1775,65.125.625.1-375.525,https://www.samudra-logistik-875.co.id
640335.76,28893.17,22.16,Indonesia,True,Technology,False,20,Foundation,Suspicious,IDN-FOUNDATION-TECHNOLOGY-032,Foundation Technology Indonesia 032,PT Garuda Teknologi 876,Telekomunikasi,"Jl. Asia Afrika No. 786, Makassar, Sulawesi Selatan",0812-876-1776,66.132.628.2-380.536,https://www.garuda-teknologi-876.co.id
9120.02,625.45,14.58,USA,False,Technology,False,16,PT,Normal,USA-PT-TECHNOLOGY-166,PT Technology USA 166,PT Sejahtera Agro 877,Agrikultur,"Jl. Kebon Jeruk No. 787, Medan, Sumatera Utara",0812-877-1777,67.139.631.3-385.547,https://www.sejahtera-agro-877.co.id
24816.0,2221.18,11.17,Indonesia,True,Manufacturing,False,16,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Cahaya Mineral 878,Pertambangan,"Jl. Cendana No. 788, Balikpapan, Kalimantan Timur",0812-878-1778,68.146.634.4-390.558,https://www.cahaya-mineral-878.co.id
30245.71,,14.15,China,False,,False,8,,Suspicious,CHN-UNKNOWN-UNKNOWN-023,Unknown Unknown China 023,PT Mekar Elektrik 879,Jasa,"Jl. Melati No. 789, Batam, Kepulauan Riau",0812-879-1779,69.153.637.5-395.569,https://www.mekar-elektrik-879.co.id
10828.14,916.97,11.81,Indonesia,True,Energy,False,9,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Nusantara Energi 880,Energi,"Jl. Merdeka No. 790, Jakarta Pusat, DKI Jakarta",0812-880-1780,70.160.640.6-400.580,https://www.nusantara-energi-880.co.id
12132.96,751.67,16.14,Indonesia,False,Manufacturing,False,9,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Satria Digital 881,Manufaktur,"Jl. Sudirman No. 791, Bandung, Jawa Barat",0812-881-1781,71.167.643.7-405.591,https://www.satria-digital-881.co.id
43064.27,3550.96,12.13,Indonesia,False,Manufacturing,False,14,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Bumi Manufaktur 882,Teknologi,"Jl. Thamrin No. 792, Surabaya, Jawa Timur",0812-882-1782,72.174.646.8-410.602,https://www.bumi-manufaktur-882.co.id
35995.99,2672.75,13.47,Malaysia,True,Forestry,False,9,PT,Normal,MYS-PT-FORESTRY-069,PT Forestry Malaysia 069,PT Arunika Kesehatan 883,Kesehatan,"Jl. Gatot Subroto No. 793, Yogyakarta, DI Yogyakarta",0812-883-1783,73.181.649.0-415.613,https://www.arunika-kesehatan-883.co.id
24208.44,1628.06,14.87,Singapore,False,Technology,False,9,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Mandiri Keuangan 884,Keuangan,"Jl. Diponegoro No. 794, Semarang, Jawa Tengah",0812-884-1784,74.188.652.1-420.624,https://www.mandiri-keuangan-884.co.id
7543.62,412.27,18.3,USA,True,Energy,False,12,PT,Normal,USA-PT-ENERGY-163,PT Energy USA 163,PT Samudra Logistik 885,Transportasi,"Jl. Pahlawan No. 795, Denpasar, Bali",0812-885-1785,75.195.655.2-425.635,https://www.samudra-logistik-885.co.id
319279760.74,996577488.48,0.32,Switzerland,True,Consulting,True,5,Foundation,Red-Flag,SWI-FOUNDATION-CONSULTING-115,Foundation Consulting Switzerland 115,PT Garuda Teknologi 886,Telekomunikasi,"Jl. Asia Afrika No. 796, Makassar, Sulawesi Selatan",0812-886-1786,76.202.658.3-430.646,https://www.garuda-teknologi-886.co.id
121601.21,7102.82,17.12,Indonesia,True,Technology,False,21,Individual,Suspicious,IDN-INDIVIDUAL-TECHNOLOGY-036,Individual Technology Indonesia 036,PT Sejahtera Agro 887,Agrikultur,"Jl. Kebon Jeruk No. 797, Medan, Sumatera Utara",0812-887-1787,77.209.661.4-435.657,https://www.sejahtera-agro-887.co.id
18821.41,,16.89,Indonesia,True,,False,16,,Normal,IDN-UNKNOWN-UNKNOWN-056,Unknown Unknown Indonesia 056,PT Cahaya Mineral 888,Pertambangan,"Jl. Cendana No. 798, Balikpapan, Kalimantan Timur",0812-888-1788,78.216.664.5-440.668,https://www.cahaya-mineral-888.co.id
9963.09,937.47,10.63,Indonesia,False,Agriculture,False,15,CV,Normal,IDN-CV-AGRICULTURE-024,CV Agriculture Indonesia 024,PT Mekar Elektrik 889,Jasa,"Jl. Melati No. 799, Batam, Kepulauan Riau",0812-889-1789,79.223.667.6-445.679,https://www.mekar-elektrik-889.co.id
50725.98,2754.45,18.42,Indonesia,True,Energy,False,12,Ltd.,Normal,IDN-LTD-ENERGY-038,Ltd. Energy Indonesia 038,PT Nusantara Energi 890,Energi,"Jl. Merdeka No. 800, Jakarta Pusat, DKI Jakarta",0812-890-1790,80.230.670.7-450.690,https://www.nusantara-energi-890.co.id
8111.39,456.52,17.77,Indonesia,False,Manufacturing,False,14,CV,Normal,IDN-CV-MANUFACTURING-027,CV Manufacturing Indonesia 027,PT Satria Digital 891,Manufaktur,"Jl. Sudirman No. 801, Bandung, Jawa Barat",0812-891-1791,81.237.673.8-455.701,https://www.satria-digital-891.co.id
163795.32,347781.84,0.47,Cayman Islands,True,Holding Company,True,0,Individual,Red-Flag,CAY-INDIVIDUAL-HOLDING_COMPANY-005,Individual Holding Company Cayman Islands 005,PT Bumi Manufaktur 892,Teknologi,"Jl. Thamrin No. 802, Surabaya, Jawa Timur",0812-892-1792,82.244.676.0-460.712,https://www.bumi-manufaktur-892.co.id
35268738.3,154785515.13,0.23,Switzerland,True,Real Estate,True,4,Individual,Red-Flag,SWI-INDIVIDUAL-REAL_ESTATE-120,Individual Real Estate Switzerland 120,PT Arunika Kesehatan 893,Kesehatan,"Jl. Gatot Subroto No. 803, Yogyakarta, DI Yogyakarta",0812-893-1793,83.251.679.1-465.723,https://www.arunika-kesehatan-893.co.id
16564078.63,40879280.64,0.41,Panama,True,Real Estate,True,1,Foundation,Red-Flag,PAN-FOUNDATION-REAL_ESTATE-077,Foundation Real Estate Panama 077,PT Mandiri Keuangan 894,Keuangan,"Jl. Diponegoro No. 804, Semarang, Jawa Tengah",0812-894-1794,84.258.682.2-470.734,https://www.mandiri-keuangan-894.co.id
33107.29,2525.54,13.11,Malaysia,False,Forestry,False,11,PT,Normal,MYS-PT-FORESTRY-069,PT Forestry Malaysia 069,PT Samudra Logistik 895,Transportasi,"Jl. Pahlawan No. 805, Denpasar, Bali",0812-895-1795,85.265.685.3-475.745,https://www.samudra-logistik-895.co.id
133865.41,9064.83,14.77,Indonesia,True,Holding Company,False,23,PT,Suspicious,IDN-PT-HOLDING_COMPANY-046,PT Holding Company Indonesia 046,PT Garuda Teknologi 896,Telekomunikasi,"Jl. Asia Afrika No. 806, Makassar, Sulawesi Selatan",0812-896-1796,86.272.688.4-480.756,https://www.garuda-teknologi-896.co.id
17613.23,1064.94,16.54,Singapore,True,Real Estate,True,6,Individual,Suspicious,SGP-INDIVIDUAL-REAL_ESTATE-096,Individual Real Estate Singapore 096,PT Sejahtera Agro 897,Agrikultur,"Jl. Kebon Jeruk No. 807, Medan, Sumatera Utara",0812-897-1797,87.279.691.5-485.767,https://www.sejahtera-agro-897.co.id
42707.26,2761.21,15.47,Indonesia,False,Energy,False,10,CV,Normal,IDN-CV-ENERGY-025,CV Energy Indonesia 025,PT Cahaya Mineral 898,Pertambangan,"Jl. Cendana No. 808, Balikpapan, Kalimantan Timur",0812-898-1798,88.286.694.6-490.778,https://www.cahaya-mineral-898.co.id
388882.25,18763.49,20.73,Indonesia,True,Holding Company,True,21,Foundation,Suspicious,IDN-FOUNDATION-HOLDING_COMPANY-030,Foundation Holding Company Indonesia 030,PT Mekar Elektrik 899,Jasa,"Jl. Melati No. 809, Batam, Kepulauan Riau",0812-899-1799,89.293.697.7-495.789,https://www.mekar-elektrik-899.co.id
156480.5,7925.28,19.74,Singapore,True,Agriculture,False,14,CV,Normal,SGP-CV-AGRICULTURE-086,CV Agriculture Singapore 086,PT Nusantara Energi 900,Energi,"Jl. Merdeka No. 810, Jakarta Pusat, DKI Jakarta",0812-900-1800,90.300.700.8-500.800,https://www.nusantara-energi-900.co.id
4837016.96,18386780.58,0.26,Switzerland,True,Holding Company,True,1,Foundation,Red-Flag,SWI-FOUNDATION-HOLDING_COMPANY-116,Foundation Holding Company Switzerland 116,PT Satria Digital 901,Manufaktur,"Jl. Sudirman No. 811, Bandung, Jawa Barat",0812-901-1801,91.307.703.0-505.811,https://www.satria-digital-901.co.id
52269.79,,16.88,Malaysia,False,,False,16,,Normal,MYS-UNKNOWN-UNKNOWN-074,Unknown Unknown Malaysia 074,PT Bumi Manufaktur 902,Teknologi,"Jl. Thamrin No. 812, Surabaya, Jawa Timur",0812-902-1802,92.314.706.1-510.822,https://www.bumi-manufaktur-902.co.id
517532.39,39603.18,13.07,China,True,Technology,True,20,Individual,Suspicious,CHN-INDIVIDUAL-TECHNOLOGY-018,Individual Technology China 018,PT Arunika Kesehatan 903,Kesehatan,"Jl. Gatot Subroto No. 813, Yogyakarta, DI Yogyakarta",0812-903-1803,93.321.709.2-515.833,https://www.arunika-kesehatan-903.co.id
63209.1,6005.61,10.53,UK,False,Forestry,False,15,PT,Normal,UK-PT-FORESTRY-146,PT Forestry UK 146,PT Mandiri Keuangan 904,Keuangan,"Jl. Diponegoro No. 814, Semarang, Jawa Tengah",0812-904-1804,94.328.712.3-520.844,https://www.mandiri-keuangan-904.co.id
32753.65,,15.34,Indonesia,False,,False,9,,Normal,IDN-UNKNOWN-UNKNOWN-056,Unknown Unknown Indonesia 056,PT Samudra Logistik 905,Transportasi,"Jl. Pahlawan No. 815, Denpasar, Bali",0812-905-1805,95.335.715.4-525.855,https://www.samudra-logistik-905.co.id
5270.08,281.74,18.71,USA,True,Manufacturing,False,13,PT,Normal,USA-PT-MANUFACTURING-165,PT Manufacturing USA 165,PT Garuda Teknologi 906,Telekomunikasi,"Jl. Asia Afrika No. 816, Makassar, Sulawesi Selatan",0812-906-1806,96.342.718.5-530.866,https://www.garuda-teknologi-906.co.id
35705.15,1821.57,19.6,Indonesia,False,Technology,False,13,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Sejahtera Agro 907,Agrikultur,"Jl. Kebon Jeruk No. 817, Medan, Sumatera Utara",0812-907-1807,97.349.721.6-535.877,https://www.sejahtera-agro-907.co.id
17833.49,974.08,18.31,Indonesia,False,Agriculture,False,14,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Cahaya Mineral 908,Pertambangan,"Jl. Cendana No. 818, Balikpapan, Kalimantan Timur",0812-908-1808,98.356.724.7-540.888,https://www.cahaya-mineral-908.co.id
7186.26,453.1,15.86,Indonesia,True,Manufacturing,False,16,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Mekar Elektrik 909,Jasa,"Jl. Melati No. 819, Batam, Kepulauan Riau",0812-909-1809,99.363.727.8-545.899,https://www.mekar-elektrik-909.co.id
50119.56,3097.04,16.18,Indonesia,False,Agriculture,False,11,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Nusantara Energi 910,Energi,"Jl. Merdeka No. 820, Jakarta Pusat, DKI Jakarta",0812-910-1810,10.370.730.0-550.910,https://www.nusantara-energi-910.co.id
12997.31,795.23,16.34,Singapore,True,Manufacturing,False,17,PT.,Normal,SGP-PT-MANUFACTURING-111,PT. Manufacturing Singapore 111,PT Satria Digital 911,Manufaktur,"Jl. Sudirman No. 821, Bandung, Jawa Barat",0812-911-1811,11.377.733.1-555.921,https://www.satria-digital-911.co.id
25698.2,1573.79,16.33,Indonesia,False,Energy,False,14,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Bumi Manufaktur 912,Teknologi,"Jl. Thamrin No. 822, Surabaya, Jawa Timur",0812-912-1812,12.384.736.2-560.932,https://www.bumi-manufaktur-912.co.id
96366.76,10124.1,9.52,Singapore,False,Consulting,True,6,PT,Suspicious,SGP-PT-CONSULTING-103,PT Consulting Singapore 103,PT Arunika Kesehatan 913,Kesehatan,"Jl. Gatot Subroto No. 823, Yogyakarta, DI Yogyakarta",0812-913-1813,13.391.739.3-565.943,https://www.arunika-kesehatan-913.co.id
406369.73,38824.99,10.47,Vietnam,False,Consulting,True,19,Foundation,Suspicious,VIE-FOUNDATION-CONSULTING-169,Foundation Consulting Vietnam 169,PT Mandiri Keuangan 914,Keuangan,"Jl. Diponegoro No. 824, Semarang, Jawa Tengah",0812-914-1814,14.398.742.4-570.954,https://www.mandiri-keuangan-914.co.id
1432786.24,147556.98,9.71,Indonesia,True,Technology,False,20,Foundation,Suspicious,IDN-FOUNDATION-TECHNOLOGY-032,Foundation Technology Indonesia 032,PT Samudra Logistik 915,Transportasi,"Jl. Pahlawan No. 825, Denpasar, Bali",0812-915-1815,15.405.745.5-575.965,https://www.samudra-logistik-915.co.id
1034271.29,2470665.58,0.42,Panama,True,Luxury Goods,True,2,Foundation,Red-Flag,PAN-FOUNDATION-LUXURY_GOODS-076,Foundation Luxury Goods Panama 076,PT Garuda Teknologi 916,Telekomunikasi,"Jl. Asia Afrika No. 826, Makassar, Sulawesi Selatan",0812-916-1816,16.412.748.6-580.976,https://www.garuda-teknologi-916.co.id
419929.8,17278.11,24.3,Indonesia,False,Holding Company,False,8,Foundation,Suspicious,IDN-FOUNDATION-HOLDING_COMPANY-030,Foundation Holding Company Indonesia 030,PT Sejahtera Agro 917,Agrikultur,"Jl. Kebon Jeruk No. 827, Medan, Sumatera Utara",0812-917-1817,17.419.751.7-585.987,https://www.sejahtera-agro-917.co.id
527726.26,48464.89,10.89,Singapore,False,Energy,False,11,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Cahaya Mineral 918,Pertambangan,"Jl. Cendana No. 828, Balikpapan, Kalimantan Timur",0812-918-1818,18.426.754.8-590.998,https://www.cahaya-mineral-918.co.id
37847.32,2883.85,13.12,Singapore,False,Manufacturing,False,14,PT,Normal,SGP-PT-MANUFACTURING-107,PT Manufacturing Singapore 107,PT Mekar Elektrik 919,Jasa,"Jl. Melati No. 829, Batam, Kepulauan Riau",0812-919-1819,19.433.757.0-595.109,https://www.mekar-elektrik-919.co.id
25040.47,1482.52,16.89,Indonesia,False,Manufacturing,False,10,CV,Normal,IDN-CV-MANUFACTURING-027,CV Manufacturing Indonesia 027,PT Nusantara Energi 920,Energi,"Jl. Merdeka No. 830, Jakarta Pusat, DKI Jakarta",0812-920-1820,20.440.760.1-600.120,https://www.nusantara-energi-920.co.id
23569.95,2838.44,8.3,China,False,Real Estate,False,18,Foundation,Suspicious,CHN-FOUNDATION-REAL_ESTATE-013,Foundation Real Estate China 013,PT Satria Digital 921,Manufaktur,"Jl. Sudirman No. 831, Bandung, Jawa Barat",0812-921-1821,21.447.763.2-605.131,https://www.satria-digital-921.co.id
60690.84,3882.02,15.63,Indonesia,False,Energy,False,13,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Bumi Manufaktur 922,Teknologi,"Jl. Thamrin No. 832, Surabaya, Jawa Timur",0812-922-1822,22.454.766.3-610.142,https://www.bumi-manufaktur-922.co.id
15773.19,892.65,17.67,Indonesia,False,Technology,False,15,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Arunika Kesehatan 923,Kesehatan,"Jl. Gatot Subroto No. 833, Yogyakarta, DI Yogyakarta",0812-923-1823,23.461.769.4-615.153,https://www.arunika-kesehatan-923.co.id
25648.77,1410.15,18.19,Malaysia,True,Technology,False,10,PT,Normal,MYS-PT-TECHNOLOGY-071,PT Technology Malaysia 071,PT Mandiri Keuangan 924,Keuangan,"Jl. Diponegoro No. 834, Semarang, Jawa Tengah",0812-924-1824,24.468.772.5-620.164,https://www.mandiri-keuangan-924.co.id
18597.37,991.63,18.75,Malaysia,True,Energy,False,12,Ltd.,Normal,MYS-LTD-ENERGY-063,Ltd. Energy Malaysia 063,PT Samudra Logistik 925,Transportasi,"Jl. Pahlawan No. 835, Denpasar, Bali",0812-925-1825,25.475.775.6-625.175,https://www.samudra-logistik-925.co.id
166336.22,8300.53,20.04,Vietnam,False,Real Estate,True,7,Foundation,Suspicious,VIE-FOUNDATION-REAL_ESTATE-171,Foundation Real Estate Vietnam 171,PT Garuda Teknologi 926,Telekomunikasi,"Jl. Asia Afrika No. 836, Makassar, Sulawesi Selatan",0812-926-1826,26.482.778.7-630.186,https://www.garuda-teknologi-926.co.id
37986.1,2290.87,16.58,Indonesia,False,Manufacturing,False,15,CV,Normal,IDN-CV-MANUFACTURING-027,CV Manufacturing Indonesia 027,PT Sejahtera Agro 927,Agrikultur,"Jl. Kebon Jeruk No. 837, Medan, Sumatera Utara",0812-927-1827,27.489.781.8-635.197,https://www.sejahtera-agro-927.co.id
60156.56,5873.5,10.24,Indonesia,True,Technology,False,9,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Cahaya Mineral 928,Pertambangan,"Jl. Cendana No. 838, Balikpapan, Kalimantan Timur",0812-928-1828,28.496.784.0-640.208,https://www.cahaya-mineral-928.co.id
46319.74,3467.69,13.36,Indonesia,False,Real Estate,False,8,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Mekar Elektrik 929,Jasa,"Jl. Melati No. 839, Batam, Kepulauan Riau",0812-929-1829,29.503.787.1-645.219,https://www.mekar-elektrik-929.co.id
32436.72,2029.28,15.98,Malaysia,False,Technology,False,10,CV,Normal,MYS-CV-TECHNOLOGY-061,CV Technology Malaysia 061,PT Nusantara Energi 930,Energi,"Jl. Merdeka No. 840, Jakarta Pusat, DKI Jakarta",0812-930-1830,30.510.790.2-650.230,https://www.nusantara-energi-930.co.id
346932.07,14379.92,24.13,Indonesia,False,Consulting,False,8,PT,Suspicious,IDN-PT-CONSULTING-043,PT Consulting Indonesia 043,PT Satria Digital 931,Manufaktur,"Jl. Sudirman No. 841, Bandung, Jawa Barat",0812-931-1831,31.517.793.3-655.241,https://www.satria-digital-931.co.id
55668.41,4978.91,11.18,Indonesia,False,Real Estate,False,8,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Bumi Manufaktur 932,Teknologi,"Jl. Thamrin No. 842, Surabaya, Jawa Timur",0812-932-1832,32.524.796.4-660.252,https://www.bumi-manufaktur-932.co.id
73619.02,4318.52,17.05,Indonesia,False,Technology,False,11,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Arunika Kesehatan 933,Kesehatan,"Jl. Gatot Subroto No. 843, Yogyakarta, DI Yogyakarta",0812-933-1833,33.531.799.5-665.263,https://www.arunika-kesehatan-933.co.id
10354.38,836.98,12.37,Singapore,False,Energy,False,10,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Mandiri Keuangan 934,Keuangan,"Jl. Diponegoro No. 844, Semarang, Jawa Tengah",0812-934-1834,34.538.802.6-670.274,https://www.mandiri-keuangan-934.co.id
205983.33,10366.29,19.87,China,True,Technology,True,21,Individual,Suspicious,CHN-INDIVIDUAL-TECHNOLOGY-018,Individual Technology China 018,PT Samudra Logistik 935,Transportasi,"Jl. Pahlawan No. 845, Denpasar, Bali",0812-935-1835,35.545.805.7-675.285,https://www.samudra-logistik-935.co.id
10008.34,526.8,19.0,Indonesia,False,Forestry,False,9,PT,Normal,IDN-PT-FORESTRY-045,PT Forestry Indonesia 045,PT Garuda Teknologi 936,Telekomunikasi,"Jl. Asia Afrika No. 846, Makassar, Sulawesi Selatan",0812-936-1836,36.552.808.8-680.296,https://www.garuda-teknologi-936.co.id
3317570.41,,0.34,Switzerland,True,,True,3,,Red-Flag,SWI-UNKNOWN-UNKNOWN-124,Unknown Unknown Switzerland 124,PT Sejahtera Agro 937,Agrikultur,"Jl. Kebon Jeruk No. 847, Medan, Sumatera Utara",0812-937-1837,37.559.811.0-685.307,https://www.sejahtera-agro-937.co.id
10429.5,619.35,16.84,Singapore,False,Agriculture,False,11,PT,Normal,SGP-PT-AGRICULTURE-102,PT Agriculture Singapore 102,PT Cahaya Mineral 938,Pertambangan,"Jl. Cendana No. 848, Balikpapan, Kalimantan Timur",0812-938-1838,38.566.814.1-690.318,https://www.cahaya-mineral-938.co.id
4409459.5,188530.91,23.39,Indonesia,False,Technology,False,7,PT,Suspicious,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Mekar Elektrik 939,Jasa,"Jl. Melati No. 849, Batam, Kepulauan Riau",0812-939-1839,39.573.817.2-695.329,https://www.mekar-elektrik-939.co.id
50926.85,2575.15,19.78,Indonesia,False,Agriculture,False,17,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Nusantara Energi 940,Energi,"Jl. Merdeka No. 850, Jakarta Pusat, DKI Jakarta",0812-940-1840,40.580.820.3-700.340,https://www.nusantara-energi-940.co.id
164999.73,8236.19,20.03,Indonesia,True,Consulting,False,19,PT,Suspicious,IDN-PT-CONSULTING-043,PT Consulting Indonesia 043,PT Satria Digital 941,Manufaktur,"Jl. Sudirman No. 851, Bandung, Jawa Barat",0812-941-1841,41.587.823.4-705.351,https://www.satria-digital-941.co.id
34489.47,2069.49,16.67,Singapore,False,Forestry,False,11,PT,Normal,SGP-PT-FORESTRY-105,PT Forestry Singapore 105,PT Bumi Manufaktur 942,Teknologi,"Jl. Thamrin No. 852, Surabaya, Jawa Timur",0812-942-1842,42.594.826.5-710.362,https://www.bumi-manufaktur-942.co.id
32074.86,2715.74,11.81,Malaysia,False,Energy,False,9,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Arunika Kesehatan 943,Kesehatan,"Jl. Gatot Subroto No. 853, Yogyakarta, DI Yogyakarta",0812-943-1843,43.601.829.6-715.373,https://www.arunika-kesehatan-943.co.id
